wilaya_name,commune_name,zone
TIZI OUZOU,IBOUDRAREN,IIA
TIZI OUZOU,IDJEUR,IIA
TIZI OUZOU,IFERHOUNENE,IIA
TIZI OUZOU,IFIGHA,IIA
TIZI OUZOU,IFLISSEN,IIA
TIZI OUZOU,ILLILTEN,IIA
TIZI OUZOU,ILOULA OUMALOU,IIA
TIZI OUZOU,IMSOUHAL,IIA
TIZI OUZOU,IRDJEN,IIA
TIZI OUZOU,LARBA NAIT IRATHEN,IIA
TIZI OUZOU,M'KIRA,IIA
TIZI OUZOU,MAATKA,IIA
TIZI OUZOU,MAKOUDA,IIA
TIZI OUZOU,MECHTRASS,IIA
TIZI OUZOU,MEKLA,IIA
TIZI OUZOU,MIZRANA,IIB
TIZI OUZOU,OUACIF,IIA
TIZI OUZOU,OUADHIA,IIA
TIZI OUZOU,OUAGUENOUN,IIA
TIZI OUZOU,SIDI NAAMANE,IIA
TIZI OUZOU,SOUAMAA,IIA
TIZI OUZOU,SOUK EL TENINE,IIA
TIZI OUZOU,TADMAIT,IIA
TIZI OUZOU,TIGZIRT,IIA
TIZI OUZOU,TIMIZART,IIA
TIZI OUZOU,TIRMITINE,IIA
TIZI OUZOU,TIZI GHENIF,IIA
TIZI OUZOU,TIZI N'THLETA,IIA
TIZI OUZOU,TIZI OUZOU,IIA
TIZI OUZOU,TIZI RACHED,IIA
TIZI OUZOU,YAKOUREN,IIA
TIZI OUZOU,YATAFEN,IIA
TIZI OUZOU,ZEKRI,IIA
TLEMCEN,AIN FETAH,I
TLEMCEN,AIN FEZZA,I
TLEMCEN,AIN GHORABA,I
TLEMCEN,AIN KEBIRA,I
TLEMCEN,AIN NEHALA,I
TLEMCEN,AIN TALLOUT,I
TLEMCEN,AIN YOUCEF,I
TLEMCEN,AMIEUR,I
TLEMCEN,AZAILS,I
TLEMCEN,BAB EL ASSA,I
TLEMCEN,BENI BAHDEL,I
TLEMCEN,BENI BOUSSAID,I
TLEMCEN,BENI KHELLAD,I
TLEMCEN,BENI MESTER,I
TLEMCEN,BENI OUARSOUS,I
TLEMCEN,BENI SEMIEL,I
TLEMCEN,BENI SNOUS,I
TLEMCEN,BENSEKRANE,I
TLEMCEN,BOUHLOU,I
TLEMCEN,CHETOUANE,I
TLEMCEN,DAR YAGHMOURASSENE,I
TLEMCEN,DJEBALA,I
TLEMCEN,EL ARICHA,I
TLEMCEN,EL BOUIHI,I
TLEMCEN,EL FEHOUL,I
TLEMCEN,EL GOR,I
TLEMCEN,FELLAOUCENE,I
TLEMCEN,GHAZAOUET,I
TLEMCEN,HAMMAM BOUGHRARA,I
TLEMCEN,HENAYA,I
TLEMCEN,HONAINE,I
TLEMCEN,M'SIRDA FOUAGA,I
TLEMCEN,MAGHNIA,I
TLEMCEN,MANSOURAH,I
TLEMCEN,MERSA BEN M'HIDI,I
TLEMCEN,NEDROMA,I
TLEMCEN,OUED CHOULY,I
TLEMCEN,OULED MIMOUN,I
TLEMCEN,OULED RIAH,I
TLEMCEN,REMCHI,I
TLEMCEN,SABRA,I
TLEMCEN,SEBAA CHIOUKH,I
TLEMCEN,SEBDOU,I
TLEMCEN,SIDI ABDELLI,I
TLEMCEN,SIDI DJILLALI,I
TLEMCEN,SIDI MEDJAHED,I
TLEMCEN,SOUAHLIA,I
TLEMCEN,SOUANI,I
TLEMCEN,SOUK THLATA,I
TLEMCEN,TERNI BENI HEDIEL,I
TLEMCEN,TIENET,I
TLEMCEN,TLEMCEN,I
TLEMCEN,ZENATA,I
